build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
1965,4.0,1,228,Waterloo,4,1410.0,585000.0,vbd40493,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd40493,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1980,2.0,0,88,Tienen,2,3300.0,220000.0,rbu64425,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3300/tienen/rbu64425,Excellent,0,0,Flemish Brabant,apartment,ready_to_move_in
1930,4.0,1,165,Waterloo,3,1410.0,450000.0,vbd40735,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd40735,,0,1,Walloon Brabant,exceptional,
1980,2.0,1,296,Halle,5,1500.0,500000.0,rbu67204,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbu67204,,0,1,Flemish Brabant,house,
,2.0,1,,Halle,3,1500.0,269000.0,rbu69891,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbu69891,,0,1,Flemish Brabant,house,
1992,,0,313,Tienen,3,3300.0,595000.0,rbu67188,Apartment,https://immovlan.be/en/detail/apartment/for-sale/3300/tienen/rbu67188,,0,1,Flemish Brabant,apartment,
1850,4.0,1,295,Waterloo,5,1410.0,775000.0,vbd43939,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd43939,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1800,4.0,1,253,Waterloo,5,1410.0,775000.0,vbd44046,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd44046,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1973,4.0,1,135,Wavre,3,1300.0,425000.0,vbd32751,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1300/wavre/vbd32751,Excellent,0,1,Walloon Brabant,house,ready_to_move_in
1976,2.0,1,206,Halle,3,1500.0,385000.0,rbu69928,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbu69928,To be renovated,0,1,Flemish Brabant,house,to_renovate
1986,4.0,1,281,Waterloo,3,1410.0,830000.0,vbd47700,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd47700,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1977,4.0,1,97,Jauche,3,1350.0,289000.0,vbd24915,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1350/jauche/vbd24915,Normal,0,1,Walloon Brabant,house,ready_to_move_in
,,1,271,Halle,3,1500.0,495000.0,rbu70173,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbu70173,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1975,4.0,1,150,Waterloo,3,1410.0,495000.0,vbd39255,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1410/waterloo/vbd39255,To be renovated,0,1,Walloon Brabant,house,to_renovate
1930,4.0,1,165,Waterloo,3,1410.0,450000.0,vbd49318,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd49318,,0,1,Walloon Brabant,exceptional,
1930,3.0,1,126,Halle,3,1500.0,379000.0,vbd24154,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/vbd24154,Fully renovated,0,1,Flemish Brabant,house,ready_to_move_in
1967,4.0,1,406,Waterloo,6,1410.0,995000.0,vbd49535,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd49535,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1968,4.0,1,110,Villers-la-Ville,3,1495.0,450000.0,vbd40772,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1495/villers-la-ville/vbd40772,Normal,0,1,Walloon Brabant,house,ready_to_move_in
1964,2.0,1,92,Halle,2,1500.0,310000.0,vbd44359,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/vbd44359,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1960,4.0,1,85,Waterloo,2,1410.0,345000.0,vbd50566,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd50566,To renovate,0,1,Walloon Brabant,exceptional,to_renovate
1950,3.0,1,132,Halle,4,1500.0,299000.0,vbd48319,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/vbd48319,To renovate,0,1,Flemish Brabant,house,to_renovate
1987,4.0,1,257,Hoeilaart,3,1560.0,675000.0,rbu67428,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1560/hoeilaart/rbu67428,Excellent,0,1,Flemish Brabant,house,ready_to_move_in
1971,4.0,1,220,Waterloo,4,1410.0,795000.0,vbd51148,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd51148,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
1919,2.0,1,115,Halle,3,1500.0,295000.0,vbd48748,Residence,https://immovlan.be/en/detail/residence/for-sale/1500/halle/vbd48748,,0,1,Flemish Brabant,house,
1966,4.0,1,120,Affligem,3,1790.0,389000.0,rbu56955,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1790/affligem/rbu56955,Excellent,0,1,Flemish Brabant,house,ready_to_move_in
1969,4.0,1,420,Waterloo,5,1410.0,1495000.0,vwd09945,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vwd09945,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
,3.0,1,105,Buizingen,3,1501.0,299000.0,rbu27626,Residence,https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/rbu27626,To be renovated,0,0,Flemish Brabant,house,to_renovate
1975,,1,119,Sterrebeek,2,1933.0,399000.0,rbu51247,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/1933/sterrebeek/rbu51247,To renovate,0,1,Flemish Brabant,house,to_renovate
1973,4.0,1,345,Waterloo,5,1410.0,1950000.0,vwd14326,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vwd14326,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
1950,3.0,1,107,Buizingen,3,1501.0,275000.0,rbu50236,Residence,https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/rbu50236,To be renovated,0,1,Flemish Brabant,house,to_renovate
1962,,1,107,Tervuren,3,3080.0,,rbu52473,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3080/tervuren/rbu52473,Fully renovated,0,1,Flemish Brabant,house,ready_to_move_in
1999,4.0,1,418,Waterloo,6,1410.0,1220000.0,vwd14638,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vwd14638,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1997,3.0,1,155,Buizingen,3,1501.0,420000.0,rbu60692,Residence,https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/rbu60692,Normal,0,1,Flemish Brabant,house,ready_to_move_in
,3.0,1,160,Tervuren,4,3080.0,605000.0,vbd51215,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3080/tervuren/vbd51215,Normal,0,1,Flemish Brabant,house,ready_to_move_in
2003,4.0,1,670,Waterloo,6,1410.0,1850000.0,vwd14748,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vwd14748,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
,,1,100,Buizingen,3,1501.0,249000.0,rbu63107,Residence,https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/rbu63107,Normal,0,0,Flemish Brabant,house,ready_to_move_in
1964,3.0,1,148,Overijse,3,3090.0,649000.0,vbd52571,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3090/overijse/vbd52571,To be renovated,0,1,Flemish Brabant,house,to_renovate
2008,4.0,1,426,Waterloo,5,1410.0,2450000.0,vwd15484,Villa,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vwd15484,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
,4.0,1,129,Buizingen,2,1501.0,399000.0,vbd46297,Residence,https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/vbd46297,,0,,Flemish Brabant,house,
1975,4.0,1,185,Tremelo,4,3120.0,435000.0,rbu69957,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3120/tremelo/rbu69957,To be renovated,0,1,Flemish Brabant,house,to_renovate
1975,4.0,1,276,Braine-l'Alleud,4,1420.0,875000.0,vbd06534,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd06534,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1986,,1,172,Langdorp,2,3201.0,369000.0,rbu49736,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3201/langdorp/rbu49736,To be renovated,0,1,Flemish Brabant,house,to_renovate
,,1,140,Lembeek,3,1502.0,295000.0,rbu52416,Residence,https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu52416,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1976,4.0,1,250,Braine-l'Alleud,4,1420.0,795000.0,vbd09439,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd09439,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
,,1,492,Lembeek,4,1502.0,399000.0,rbu64255,Residence,https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu64255,To be renovated,0,0,Flemish Brabant,house,to_renovate
1968,,1,149,Zichem,3,3271.0,299000.0,rbu55974,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3271/zichem/rbu55974,To be renovated,0,1,Flemish Brabant,house,to_renovate
1979,4.0,1,195,Braine-l'Alleud,5,1420.0,765000.0,vbd09742,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd09742,Normal,1,1,Walloon Brabant,exceptional,ready_to_move_in
,,1,135,Lembeek,4,1502.0,249000.0,rbu67275,Residence,https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu67275,To be renovated,0,1,Flemish Brabant,house,to_renovate
1975,4.0,1,155,Glabbeek,3,3380.0,359000.0,rbu47842,Bungalow,https://immovlan.be/en/detail/bungalow/for-sale/3380/glabbeek/rbu47842,,0,0,Flemish Brabant,house,
1966,4.0,1,200,Braine-l'Alleud,3,1420.0,590000.0,vbd10130,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd10130,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
2025,3.0,1,1,Lembeek,3,1502.0,361050.0,rwc41092,Residence,https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rwc41092,Excellent,0,,Flemish Brabant,house,ready_to_move_in
,4.0,1,90,Braine-le-Château,2,1440.0,349000.0,vbd32522,Chalet,https://immovlan.be/en/detail/chalet/for-sale/1440/braine-le-chateau/vbd32522,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1969,4.0,1,400,Braine-l'Alleud,5,1420.0,2595000.0,vbd17143,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd17143,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
1986,4.0,1,169,Affligem,3,1790.0,349000.0,rbu58240,Chalet,https://immovlan.be/en/detail/chalet/for-sale/1790/affligem/rbu58240,To be renovated,0,1,Flemish Brabant,exceptional,to_renovate
1930,4.0,1,142,Herfelingen,3,1540.0,249000.0,rbt97701,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herfelingen/rbt97701,To be renovated,0,0,Flemish Brabant,house,to_renovate
1972,4.0,1,190,Braine-l'Alleud,3,1420.0,895000.0,vbd17967,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd17967,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1974,,1,76,Nieuwrode,2,3221.0,199000.0,rbu63002,Chalet,https://immovlan.be/en/detail/chalet/for-sale/3221/nieuwrode/rbu63002,To be renovated,0,0,Flemish Brabant,exceptional,to_renovate
,,0,636,Herfelingen,10,1540.0,895000.0,rbu12077,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herfelingen/rbu12077,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1984,4.0,1,330,Braine-l'Alleud,5,1420.0,765000.0,vbd22586,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd22586,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
,2.0,1,160,Incourt,3,1315.0,275000.0,vbd37489,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1315/incourt/vbd37489,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1966,3.0,1,270,Herfelingen,3,1540.0,379000.0,rbu55545,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herfelingen/rbu55545,To renovate,0,1,Flemish Brabant,house,to_renovate
1979,4.0,1,125,Braine-l'Alleud,4,1420.0,385000.0,vbd26559,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd26559,To renovate,0,1,Walloon Brabant,exceptional,to_renovate
1900,4.0,1,387,Hélécine,3,1357.0,349000.0,vbd29402,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1357/helecine/vbd29402,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1957,3.0,1,102,Herne,3,1540.0,335000.0,rbu49684,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/rbu49684,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1951,4.0,1,153,Braine-l'Alleud,3,1420.0,535000.0,vbd28071,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd28071,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1890,4.0,1,265,Lasne,4,1380.0,695000.0,rbu66096,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1380/lasne/rbu66096,To renovate,0,1,Walloon Brabant,exceptional,to_renovate
2024,4.0,1,162,Herne,3,1540.0,665000.0,rbu56075,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/rbu56075,New,0,0,Flemish Brabant,house,ready_to_move_in
2020,4.0,1,530,Braine-l'Alleud,6,1420.0,1595000.0,vbd37235,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd37235,New,1,1,Walloon Brabant,exceptional,ready_to_move_in
1970,4.0,1,175,Lasne,3,1380.0,825000.0,rbu66834,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1380/lasne/rbu66834,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1952,4.0,1,135,Herne,3,1540.0,295000.0,rbu60099,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/rbu60099,To be renovated,0,1,Flemish Brabant,house,to_renovate
2017,4.0,1,227,Braine-l'Alleud,4,1420.0,995000.0,vbd48846,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd48846,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1974,4.0,1,160,Lasne,3,1380.0,745000.0,rbu66835,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1380/lasne/rbu66835,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1953,3.0,1,228,Herne,4,1540.0,475000.0,rbu64975,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/rbu64975,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1750,2.0,1,273,Rebecq,5,1430.0,300000.0,vbd18589,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1430/rebecq/vbd18589,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1990,4.0,1,493,Braine-l'Alleud,4,1420.0,2950000.0,vbd49549,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vbd49549,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
1979,4.0,1,235,Herne,4,1540.0,525000.0,rbu69657,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/rbu69657,Normal,0,1,Flemish Brabant,house,ready_to_move_in
2007,4.0,1,230,Braine-l'Alleud,4,1420.0,1050000.0,vwd14407,Villa,https://immovlan.be/en/detail/villa/for-sale/1420/braine-l-alleud/vwd14407,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1900,4.0,1,165,Herfelingen,3,1540.0,275000.0,rbu64363,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1540/herfelingen/rbu64363,To be renovated,0,1,Flemish Brabant,exceptional,to_renovate
1970,4.0,1,200,Herne,5,1540.0,295000.0,vbd40467,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/vbd40467,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1974,4.0,1,350,Ophain-Bois-Seigneur-Isaac,6,1421.0,1180000.0,vbd17139,Villa,https://immovlan.be/en/detail/villa/for-sale/1421/ophain-bois-seigneur-isaac/vbd17139,To renovate,1,1,Walloon Brabant,exceptional,to_renovate
1850,4.0,1,153,Herfelingen,3,1540.0,535000.0,rbu67338,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1540/herfelingen/rbu67338,To be renovated,0,1,Flemish Brabant,exceptional,to_renovate
,3.0,1,156,Herne,3,1540.0,475000.0,vbd50266,Residence,https://immovlan.be/en/detail/residence/for-sale/1540/herne/vbd50266,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1990,4.0,1,493,Ophain-Bois-Seigneur-Isaac,4,1421.0,2950000.0,vbd49550,Villa,https://immovlan.be/en/detail/villa/for-sale/1421/ophain-bois-seigneur-isaac/vbd49550,Excellent,1,1,Walloon Brabant,exceptional,ready_to_move_in
,3.0,1,156,Sint-Pieters-Kapelle,3,1541.0,475000.0,vbd50265,Residence,https://immovlan.be/en/detail/residence/for-sale/1541/sint-pieters-kapelle/vbd50265,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1875,4.0,1,600,Sint-Pieters-Leeuw,3,1600.0,699000.0,rbs84560,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1600/sint-pieters-leeuw/rbs84560,To be renovated,0,,Flemish Brabant,exceptional,to_renovate
1978,4.0,1,500,Ophain-Bois-Seigneur-Isaac,5,1421.0,1950000.0,vwd14595,Villa,https://immovlan.be/en/detail/villa/for-sale/1421/ophain-bois-seigneur-isaac/vwd14595,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
1951,4.0,0,153,Hoeilaart,3,1560.0,320000.0,rbu55449,Residence,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/rbu55449,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1925,3.0,1,265,Pepingen,3,1670.0,320000.0,rbu67506,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1670/pepingen/rbu67506,To be renovated,0,1,Flemish Brabant,exceptional,to_renovate
1974,4.0,1,350,Lillois-Witterzée,6,1428.0,1180000.0,vbd16388,Villa,https://immovlan.be/en/detail/villa/for-sale/1428/lillois-witterzee/vbd16388,To renovate,1,1,Walloon Brabant,exceptional,to_renovate
2000,4.0,1,400,Hoeilaart,6,1560.0,795000.0,rbu57167,Residence,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/rbu57167,Normal,0,1,Flemish Brabant,house,ready_to_move_in
1875,4.0,1,193,Elingen,1,1671.0,249000.0,rbu49748,Cottage,https://immovlan.be/en/detail/cottage/for-sale/1671/elingen/rbu49748,To be renovated,0,0,Flemish Brabant,exceptional,to_renovate
1970,4.0,1,150,Lillois-Witterzée,3,1428.0,,vbd22073,Villa,https://immovlan.be/en/detail/villa/for-sale/1428/lillois-witterzee/vbd22073,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1976,,1,165,Hoeilaart,4,1560.0,539000.0,rbu64929,Residence,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/rbu64929,Fully renovated,0,1,Flemish Brabant,house,ready_to_move_in
,4.0,1,,Huldenberg,1,3040.0,360000.0,vbc80536,Cottage,https://immovlan.be/en/detail/cottage/for-sale/3040/huldenberg/vbc80536,,0,,Flemish Brabant,exceptional,
1983,4.0,1,150,Lillois-Witterzée,3,1428.0,425000.0,vbd29071,Villa,https://immovlan.be/en/detail/villa/for-sale/1428/lillois-witterzee/vbd29071,To renovate,0,1,Walloon Brabant,exceptional,to_renovate
1919,2.0,1,154,Hoeilaart,3,1560.0,480000.0,rbu65759,Residence,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/rbu65759,Fully renovated,0,0,Flemish Brabant,house,ready_to_move_in
2024,3.0,1,150,Diest,3,3290.0,509000.0,rbu69949,Cottage,https://immovlan.be/en/detail/cottage/for-sale/3290/diest/rbu69949,New,0,1,Flemish Brabant,exceptional,ready_to_move_in
2005,4.0,1,150,Rebecq,3,1430.0,519000.0,vbd14754,Villa,https://immovlan.be/en/detail/villa/for-sale/1430/rebecq/vbd14754,To renovate,1,1,Walloon Brabant,exceptional,to_renovate
1938,4.0,1,950,Hoeilaart,13,1560.0,1950000.0,vbd42479,Residence,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/vbd42479,Normal,1,1,Flemish Brabant,house,ready_to_move_in
,,0,131,Wavre,3,1300.0,340000.0,vbc88468,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc88468,Normal,0,1,Walloon Brabant,apartment,ready_to_move_in
2002,4.0,1,150,Rebecq,4,1430.0,490000.0,vbd29207,Villa,https://immovlan.be/en/detail/villa/for-sale/1430/rebecq/vbd29207,Normal,0,1,Walloon Brabant,exceptional,ready_to_move_in
1973,4.0,1,168,Galmaarden,5,1570.0,295000.0,rbu42657,Residence,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbu42657,,0,1,Flemish Brabant,house,
,,0,102,Wavre,2,1300.0,299000.0,vbc93024,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc93024,Normal,0,1,Walloon Brabant,apartment,ready_to_move_in
1900,4.0,1,250,Rebecq,3,1430.0,395000.0,vbd30033,Villa,https://immovlan.be/en/detail/villa/for-sale/1430/rebecq/vbd30033,To be renovated,0,1,Walloon Brabant,exceptional,to_renovate
1961,3.0,1,174,Galmaarden,3,1570.0,430000.0,rbu56005,Residence,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbu56005,Normal,0,1,Flemish Brabant,house,ready_to_move_in
,,0,91,Wavre,2,1300.0,299000.0,vbc95095,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc95095,Normal,0,1,Walloon Brabant,apartment,ready_to_move_in
1980,4.0,1,332,Rebecq,4,1430.0,495000.0,vbd42554,Villa,https://immovlan.be/en/detail/villa/for-sale/1430/rebecq/vbd42554,Normal,1,1,Walloon Brabant,exceptional,ready_to_move_in
2024,3.0,1,140,Galmaarden,3,1570.0,429000.0,rbu56350,Residence,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbu56350,New,0,1,Flemish Brabant,house,ready_to_move_in
2025,,0,122,Wavre,2,1300.0,365000.0,vbd34157,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbd34157,Fully renovated,0,1,Walloon Brabant,apartment,ready_to_move_in
2019,4.0,1,303,Mont-Saint-Guibert,4,1435.0,795000.0,vbd23637,Villa,https://immovlan.be/en/detail/villa/for-sale/1435/mont-saint-guibert/vbd23637,Excellent,0,1,Walloon Brabant,exceptional,ready_to_move_in
2024,3.0,1,140,Galmaarden,2,1570.0,429000.0,rbu56351,Residence,https://immovlan.be/en/detail/residence/for-sale/1570/galmaarden/rbu56351,New,0,1,Flemish Brabant,house,ready_to_move_in
,,0,105,Wavre,2,1300.0,299000.0,vbd34158,Duplex,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbd34158,Normal,0,1,Walloon Brabant,apartment,ready_to_move_in
1984,4.0,1,480,Mont-Saint-Guibert,6,1435.0,1100000.0,vwd15099,Villa,https://immovlan.be/en/detail/villa/for-sale/1435/mont-saint-guibert/vwd15099,Normal,1,1,Walloon Brabant,exceptional,ready_to_move_in
